academic_year_id (R),import_mode (O),teacher_ref_type (R),teacher_ref (R),class_ref (R),section_ref (O),subject_code (R),day_of_week (R),period_no (R),start_time (R),end_time (R),room_code (O)
CURRENT,UPSERT,EMPLOYEE_CODE,T012,Class 1,A,Hindi,SATURDAY,3,09:40,10:20,CPS-1A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T013,Class 1,A,Mathematics,SATURDAY,4,10:35,11:15,CPS-1A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T051,Class 1,A,Moral Science,SATURDAY,5,11:30,12:10,CPS-1A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T042,Class 1,A,Physical Education,SATURDAY,6,12:20,13:00,CPS-1A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T020,Class 1,A,EVS,SATURDAY,7,13:10,13:50,CPS-1A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T014,Class 1,B,Mathematics,MONDAY,1,08:00,08:40,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T021,Class 1,B,EVS,MONDAY,2,08:45,09:25,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T002,Class 1,B,English,MONDAY,3,09:40,10:20,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T007,Class 1,B,Hindi,MONDAY,4,10:35,11:15,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T015,Class 1,B,Mathematics,MONDAY,5,11:30,12:10,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T044,Class 1,B,Art,MONDAY,6,12:20,13:00,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T035,Class 1,B,Computer Science,MONDAY,7,13:10,13:50,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T022,Class 1,B,EVS,TUESDAY,1,08:00,08:40,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T003,Class 1,B,English,TUESDAY,2,08:45,09:25,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T008,Class 1,B,Hindi,TUESDAY,3,09:40,10:20,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T016,Class 1,B,Mathematics,TUESDAY,4,10:35,11:15,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T039,Class 1,B,Physical Education,TUESDAY,5,11:30,12:10,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T045,Class 1,B,Art,TUESDAY,6,12:20,13:00,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T036,Class 1,B,Computer Science,TUESDAY,7,13:10,13:50,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T023,Class 1,B,EVS,WEDNESDAY,1,08:00,08:40,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T004,Class 1,B,English,WEDNESDAY,2,08:45,09:25,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T009,Class 1,B,Hindi,WEDNESDAY,3,09:40,10:20,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T017,Class 1,B,Mathematics,WEDNESDAY,4,10:35,11:15,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T049,Class 1,B,Moral Science,WEDNESDAY,5,11:30,12:10,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T040,Class 1,B,Physical Education,WEDNESDAY,6,12:20,13:00,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T043,Class 1,B,Art,WEDNESDAY,7,13:10,13:50,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T037,Class 1,B,Computer Science,THURSDAY,1,08:00,08:40,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T019,Class 1,B,EVS,THURSDAY,2,08:45,09:25,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T005,Class 1,B,English,THURSDAY,3,09:40,10:20,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T010,Class 1,B,Hindi,THURSDAY,4,10:35,11:15,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T018,Class 1,B,Mathematics,THURSDAY,5,11:30,12:10,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T050,Class 1,B,Moral Science,THURSDAY,6,12:20,13:00,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T041,Class 1,B,Physical Education,THURSDAY,7,13:10,13:50,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T044,Class 1,B,Art,FRIDAY,1,08:00,08:40,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T038,Class 1,B,Computer Science,FRIDAY,2,08:45,09:25,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T020,Class 1,B,EVS,FRIDAY,3,09:40,10:20,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T006,Class 1,B,English,FRIDAY,4,10:35,11:15,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T011,Class 1,B,Hindi,FRIDAY,5,11:30,12:10,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T013,Class 1,B,Mathematics,FRIDAY,6,12:20,13:00,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T051,Class 1,B,Moral Science,FRIDAY,7,13:10,13:50,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T042,Class 1,B,Physical Education,SATURDAY,1,08:00,08:40,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T021,Class 1,B,EVS,SATURDAY,2,08:45,09:25,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T001,Class 1,B,English,SATURDAY,3,09:40,10:20,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T014,Class 1,B,Mathematics,SATURDAY,4,10:35,11:15,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T022,Class 1,B,EVS,SATURDAY,5,11:30,12:10,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T002,Class 1,B,English,SATURDAY,6,12:20,13:00,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T012,Class 1,B,Hindi,SATURDAY,7,13:10,13:50,CPS-1B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T035,Class 2,A,Computer Science,MONDAY,1,08:00,08:40,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T023,Class 2,A,EVS,MONDAY,2,08:45,09:25,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T003,Class 2,A,English,MONDAY,3,09:40,10:20,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T008,Class 2,A,Hindi,MONDAY,4,10:35,11:15,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T016,Class 2,A,Mathematics,MONDAY,5,11:30,12:10,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T039,Class 2,A,Physical Education,MONDAY,6,12:20,13:00,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T045,Class 2,A,Art,MONDAY,7,13:10,13:50,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T036,Class 2,A,Computer Science,TUESDAY,1,08:00,08:40,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T019,Class 2,A,EVS,TUESDAY,2,08:45,09:25,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T004,Class 2,A,English,TUESDAY,3,09:40,10:20,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T007,Class 2,A,Hindi,TUESDAY,4,10:35,11:15,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T015,Class 2,A,Mathematics,TUESDAY,5,11:30,12:10,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T049,Class 2,A,Moral Science,TUESDAY,6,12:20,13:00,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T040,Class 2,A,Physical Education,TUESDAY,7,13:10,13:50,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T043,Class 2,A,Art,WEDNESDAY,1,08:00,08:40,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T037,Class 2,A,Computer Science,WEDNESDAY,2,08:45,09:25,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T020,Class 2,A,EVS,WEDNESDAY,3,09:40,10:20,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T005,Class 2,A,English,WEDNESDAY,4,10:35,11:15,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T009,Class 2,A,Hindi,WEDNESDAY,5,11:30,12:10,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T017,Class 2,A,Mathematics,WEDNESDAY,6,12:20,13:00,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T050,Class 2,A,Moral Science,WEDNESDAY,7,13:10,13:50,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T041,Class 2,A,Physical Education,THURSDAY,1,08:00,08:40,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T044,Class 2,A,Art,THURSDAY,2,08:45,09:25,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T038,Class 2,A,Computer Science,THURSDAY,3,09:40,10:20,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T021,Class 2,A,EVS,THURSDAY,4,10:35,11:15,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T006,Class 2,A,English,THURSDAY,5,11:30,12:10,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T010,Class 2,A,Hindi,THURSDAY,6,12:20,13:00,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T018,Class 2,A,Mathematics,THURSDAY,7,13:10,13:50,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T051,Class 2,A,Moral Science,FRIDAY,1,08:00,08:40,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T042,Class 2,A,Physical Education,FRIDAY,2,08:45,09:25,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T022,Class 2,A,EVS,FRIDAY,3,09:40,10:20,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T001,Class 2,A,English,FRIDAY,4,10:35,11:15,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T013,Class 2,A,Mathematics,FRIDAY,5,11:30,12:10,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T023,Class 2,A,EVS,FRIDAY,6,12:20,13:00,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T002,Class 2,A,English,FRIDAY,7,13:10,13:50,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T011,Class 2,A,Hindi,SATURDAY,1,08:00,08:40,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T014,Class 2,A,Mathematics,SATURDAY,2,08:45,09:25,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T019,Class 2,A,EVS,SATURDAY,3,09:40,10:20,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T003,Class 2,A,English,SATURDAY,4,10:35,11:15,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T012,Class 2,A,Hindi,SATURDAY,5,11:30,12:10,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T015,Class 2,A,Mathematics,SATURDAY,6,12:20,13:00,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T045,Class 2,A,Art,SATURDAY,7,13:10,13:50,CPS-2A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T039,Class 2,B,Physical Education,MONDAY,1,08:00,08:40,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T043,Class 2,B,Art,MONDAY,2,08:45,09:25,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T035,Class 2,B,Computer Science,MONDAY,3,09:40,10:20,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T020,Class 2,B,EVS,MONDAY,4,10:35,11:15,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T004,Class 2,B,English,MONDAY,5,11:30,12:10,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T007,Class 2,B,Hindi,MONDAY,6,12:20,13:00,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T016,Class 2,B,Mathematics,MONDAY,7,13:10,13:50,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T049,Class 2,B,Moral Science,TUESDAY,1,08:00,08:40,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T040,Class 2,B,Physical Education,TUESDAY,2,08:45,09:25,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T044,Class 2,B,Art,TUESDAY,3,09:40,10:20,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T036,Class 2,B,Computer Science,TUESDAY,4,10:35,11:15,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T021,Class 2,B,EVS,TUESDAY,5,11:30,12:10,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T005,Class 2,B,English,TUESDAY,6,12:20,13:00,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T008,Class 2,B,Hindi,TUESDAY,7,13:10,13:50,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T017,Class 2,B,Mathematics,WEDNESDAY,1,08:00,08:40,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T050,Class 2,B,Moral Science,WEDNESDAY,2,08:45,09:25,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T041,Class 2,B,Physical Education,WEDNESDAY,3,09:40,10:20,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T045,Class 2,B,Art,WEDNESDAY,4,10:35,11:15,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T037,Class 2,B,Computer Science,WEDNESDAY,5,11:30,12:10,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T023,Class 2,B,EVS,WEDNESDAY,6,12:20,13:00,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T006,Class 2,B,English,WEDNESDAY,7,13:10,13:50,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T009,Class 2,B,Hindi,THURSDAY,1,08:00,08:40,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T018,Class 2,B,Mathematics,THURSDAY,2,08:45,09:25,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T051,Class 2,B,Moral Science,THURSDAY,3,09:40,10:20,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T042,Class 2,B,Physical Education,THURSDAY,4,10:35,11:15,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T022,Class 2,B,EVS,THURSDAY,5,11:30,12:10,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T001,Class 2,B,English,THURSDAY,6,12:20,13:00,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T013,Class 2,B,Mathematics,THURSDAY,7,13:10,13:50,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T019,Class 2,B,EVS,FRIDAY,1,08:00,08:40,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T002,Class 2,B,English,FRIDAY,2,08:45,09:25,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T010,Class 2,B,Hindi,FRIDAY,3,09:40,10:20,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T014,Class 2,B,Mathematics,FRIDAY,4,10:35,11:15,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T020,Class 2,B,EVS,FRIDAY,5,11:30,12:10,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T003,Class 2,B,English,FRIDAY,6,12:20,13:00,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T011,Class 2,B,Hindi,FRIDAY,7,13:10,13:50,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T015,Class 2,B,Mathematics,SATURDAY,1,08:00,08:40,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T043,Class 2,B,Art,SATURDAY,2,08:45,09:25,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T038,Class 2,B,Computer Science,SATURDAY,3,09:40,10:20,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T021,Class 2,B,EVS,SATURDAY,4,10:35,11:15,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T004,Class 2,B,English,SATURDAY,5,11:30,12:10,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T012,Class 2,B,Hindi,SATURDAY,6,12:20,13:00,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T016,Class 2,B,Mathematics,SATURDAY,7,13:10,13:50,CPS-2B-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T017,Class 3,A,Mathematics,MONDAY,1,08:00,08:40,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T049,Class 3,A,Moral Science,MONDAY,2,08:45,09:25,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T039,Class 3,A,Physical Education,MONDAY,3,09:40,10:20,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T044,Class 3,A,Art,MONDAY,4,10:35,11:15,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T035,Class 3,A,Computer Science,MONDAY,5,11:30,12:10,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T022,Class 3,A,EVS,MONDAY,6,12:20,13:00,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T005,Class 3,A,English,MONDAY,7,13:10,13:50,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T007,Class 3,A,Hindi,TUESDAY,1,08:00,08:40,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T018,Class 3,A,Mathematics,TUESDAY,2,08:45,09:25,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T050,Class 3,A,Moral Science,TUESDAY,3,09:40,10:20,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T040,Class 3,A,Physical Education,TUESDAY,4,10:35,11:15,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T045,Class 3,A,Art,TUESDAY,5,11:30,12:10,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T036,Class 3,A,Computer Science,TUESDAY,6,12:20,13:00,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T023,Class 3,A,EVS,TUESDAY,7,13:10,13:50,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T006,Class 3,A,English,WEDNESDAY,1,08:00,08:40,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T008,Class 3,A,Hindi,WEDNESDAY,2,08:45,09:25,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T013,Class 3,A,Mathematics,WEDNESDAY,3,09:40,10:20,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T051,Class 3,A,Moral Science,WEDNESDAY,4,10:35,11:15,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T041,Class 3,A,Physical Education,WEDNESDAY,5,11:30,12:10,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T019,Class 3,A,EVS,WEDNESDAY,6,12:20,13:00,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T001,Class 3,A,English,WEDNESDAY,7,13:10,13:50,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T014,Class 3,A,Mathematics,THURSDAY,1,08:00,08:40,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T020,Class 3,A,EVS,THURSDAY,2,08:45,09:25,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T002,Class 3,A,English,THURSDAY,3,09:40,10:20,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T009,Class 3,A,Hindi,THURSDAY,4,10:35,11:15,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T015,Class 3,A,Mathematics,THURSDAY,5,11:30,12:10,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T021,Class 3,A,EVS,THURSDAY,6,12:20,13:00,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T003,Class 3,A,English,THURSDAY,7,13:10,13:50,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T010,Class 3,A,Hindi,FRIDAY,1,08:00,08:40,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T016,Class 3,A,Mathematics,FRIDAY,2,08:45,09:25,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T043,Class 3,A,Art,FRIDAY,3,09:40,10:20,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T037,Class 3,A,Computer Science,FRIDAY,4,10:35,11:15,CPS-3A-ROOM
CURRENT,UPSERT,EMPLOYEE_CODE,T022,Class 3,A,EVS,FRIDAY,5,11:30,12:10,CPS-3A-ROOM
