academic_year_id (R),import_mode (O),teacher_ref_type (R),teacher_ref (R),class_ref (R),section_ref (O),subject_code (R),day_of_week (R),period_no (R),start_time (R),end_time (R),room_code (O)
CURRENT,UPSERT,EMPLOYEE_CODE,T009,Class 11,A,Economics,TUESDAY,4,10:35,11:15,R-11A-4
CURRENT,UPSERT,EMPLOYEE_CODE,T010,Class 12,A,Computer Science,TUESDAY,4,10:35,11:15,R-12A-5
CURRENT,UPSERT,EMPLOYEE_CODE,T001,Class 6,A,English,WEDNESDAY,1,08:00,08:40,R-6A-1
CURRENT,UPSERT,EMPLOYEE_CODE,T002,Class 6,B,Mathematics,WEDNESDAY,2,08:45,09:25,R-6B-2
CURRENT,UPSERT,EMPLOYEE_CODE,T003,Class 7,A,Science,WEDNESDAY,3,09:30,10:10,R-7A-3
CURRENT,UPSERT,EMPLOYEE_CODE,T004,Class 7,B,Social Studies,WEDNESDAY,4,10:35,11:15,R-7B-4
CURRENT,UPSERT,EMPLOYEE_CODE,T005,Class 8,A,Hindi,WEDNESDAY,5,11:20,12:00,R-8A-5
CURRENT,UPSERT,EMPLOYEE_CODE,T010,Class 9,A,Physics,WEDNESDAY,1,08:00,08:40,R-9A-1
CURRENT,UPSERT,EMPLOYEE_CODE,T007,Class 9,B,Chemistry,WEDNESDAY,2,08:45,09:25,R-9B-2
CURRENT,UPSERT,EMPLOYEE_CODE,T008,Class 10,A,Biology,WEDNESDAY,3,09:30,10:10,R-10A-3
CURRENT,UPSERT,EMPLOYEE_CODE,T009,Class 11,A,Economics,WEDNESDAY,4,10:35,11:15,R-11A-4
CURRENT,UPSERT,EMPLOYEE_CODE,T010,Class 12,A,Computer Science,WEDNESDAY,4,10:35,11:15,R-12A-5
CURRENT,UPSERT,EMPLOYEE_CODE,T001,Class 6,A,English,THURSDAY,1,08:00,08:40,R-6A-1
CURRENT,UPSERT,EMPLOYEE_CODE,T002,Class 6,B,Mathematics,THURSDAY,2,08:45,09:25,R-6B-2
CURRENT,UPSERT,EMPLOYEE_CODE,T003,Class 7,A,Science,THURSDAY,3,09:30,10:10,R-7A-3
CURRENT,UPSERT,EMPLOYEE_CODE,T004,Class 7,B,Social Studies,THURSDAY,4,10:35,11:15,R-7B-4
CURRENT,UPSERT,EMPLOYEE_CODE,T005,Class 8,A,Hindi,THURSDAY,5,11:20,12:00,R-8A-5
CURRENT,UPSERT,EMPLOYEE_CODE,T010,Class 9,A,Physics,THURSDAY,1,08:00,08:40,R-9A-1
CURRENT,UPSERT,EMPLOYEE_CODE,T007,Class 9,B,Chemistry,THURSDAY,2,08:45,09:25,R-9B-2
CURRENT,UPSERT,EMPLOYEE_CODE,T008,Class 10,A,Biology,THURSDAY,3,09:30,10:10,R-10A-3
CURRENT,UPSERT,EMPLOYEE_CODE,T009,Class 11,A,Economics,THURSDAY,4,10:35,11:15,R-11A-4
CURRENT,UPSERT,EMPLOYEE_CODE,T010,Class 12,A,Computer Science,THURSDAY,4,10:35,11:15,R-12A-5
CURRENT,UPSERT,EMPLOYEE_CODE,T001,Class 6,A,English,FRIDAY,1,08:00,08:40,R-6A-1
CURRENT,UPSERT,EMPLOYEE_CODE,T002,Class 6,B,Mathematics,FRIDAY,2,08:45,09:25,R-6B-2
CURRENT,UPSERT,EMPLOYEE_CODE,T003,Class 7,A,Science,FRIDAY,3,09:30,10:10,R-7A-3
CURRENT,UPSERT,EMPLOYEE_CODE,T004,Class 7,B,Social Studies,FRIDAY,4,10:35,11:15,R-7B-4
CURRENT,UPSERT,EMPLOYEE_CODE,T005,Class 8,A,Hindi,FRIDAY,5,11:20,12:00,R-8A-5
CURRENT,UPSERT,EMPLOYEE_CODE,T010,Class 9,A,Physics,FRIDAY,1,08:00,08:40,R-9A-1
CURRENT,UPSERT,EMPLOYEE_CODE,T007,Class 9,B,Chemistry,FRIDAY,2,08:45,09:25,R-9B-2
CURRENT,UPSERT,EMPLOYEE_CODE,T008,Class 10,A,Biology,FRIDAY,3,09:30,10:10,R-10A-3
CURRENT,UPSERT,EMPLOYEE_CODE,T009,Class 11,A,Economics,FRIDAY,4,10:35,11:15,R-11A-4
CURRENT,UPSERT,EMPLOYEE_CODE,T010,Class 12,A,Computer Science,FRIDAY,4,10:35,11:15,R-12A-5
